STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
547,NRCC - CÔNG TY TNHH NAM RẠCH CHIẾC,SOUTH RACH CHIEC,Công ty trách nhiệm hữu hạn,Bất động sản,827000000000.0,palm-city.com.vn,02838218000,02828213541,"Tầng 18, tháp A, Khu Thương mại Dịch vụ kết hợp Nhà ở Cao tầng tại lô đất 1-13 thuộc Khu chức năng số 1 - Số 15, đường Trần Bạch Đằng, Phường Thủ Thiêm, TP Thủ Đức, TPHCM, Việt Nam",Đào Duy Hải,,,
548,NS3 - CTCP Sản xuất Kinh doanh Nước sạch số 3 Hà Nội,HAWACOM3.JSC,Công ty cổ phần,"Thương mại, dịch vụ",79199990000.0,http://nuocsachso3hn.vn,0439333992,0439332892,"Số 8C Đinh Công Tráng, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",Nguyễn Danh Hiếu; Trịnh Ba Duy,,,
549,NSIC - CTCP Chứng khoán Quốc gia,NSI,Công ty cổ phần,Kinh doanh chứng khoán,1000000000000.0,www.nsi.com.vn,(024) 39445474,(024) 39445474,"Tầng 5, tòa nhà SamSora, 105 Chu Văn An, phường Yết Kiêu, quận Hà Đông, Hà Nội",Hồ Anh Dũng,,,
550,NSRC - Công ty TNHH Đầu Tư Địa Ốc Nova Saigon Royal,NOVA SAIGON ROYAL CO LTD,Công ty trách nhiệm hữu hạn,Bất động sản,3527426000000.0,Novasaigonroyal@gmail.com,0932239682,0932239682,"Số TS1.2.23, Tầng 2, Khối tháp TS1, Khu Thương Mại - Dịch vụ, văn phòng, officetel, Trung tâm Thương Mại Văn Phòng, officetel và căn hộ (Rivergate Residence) tại số 39-39B Bến Vân Đồn, Phường Xóm Chiếu, Thành Phố Hồ Chí Minh",BÙI ĐẠT CHƯƠNG,,,
551,NSTC - Công ty cổ phần North Star Holdings,"NSH.,JSC",Công ty cổ phần,Bất động sản,48000000000.0,Không có Website,0988084134,0,"Tầng 4, Tòa nhà IP3 Imperial Plaza, 360 Giải Phóng, phường Phương Liệt, quận Thanh Xuân, Hà Nội",,,,
552,NSVC - CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN NGÔI SAO VIỆT,NGÔI SAO VIỆT (HNX),Công ty trách nhiệm hữu hạn,Bất động sản,1600000000000.0,www.tanhoangminh.com.vn,02435772308,02435772308,"Tầng 2, Tòa nhà D'. Le Pont D'or, Ngõ 30 Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",,,,
553,NTCC - Công ty TNHH Ngọc Thiên,"Ngoc Thien Limited Co., LTD",Công ty trách nhiệm hữu hạn,Sản xuất,672207713000.0,https://kimloaimaungocthien.com,02213983012,02213983012,"Thôn Đông Mai, xã Chi Đạo, huyện Văn Lâm, tỉnh Hưng Yên",,,,
554,NTDC - CÔNG TY TNHH NO VA THẢO ĐIỀN,"NOVA TD CO., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,7822100000000.0,0,0932239682,0,"5.07 Khu chung cư kết hợp thương mại, Văn phòng lô X (Sunrise City North), sô 27 Nguyễn Hữu Thọ, Phường Tân Hưng, TP Hồ Chí Minh",Bùi Đạt Chương,,,
555,NTEC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN NĂNG LƯỢNG NINH THUẬN,NINH THUAN ENERGY INVESTMENT AND DEVELOPMENT COMPANY LIMITED,Công ty trách nhiệm hữu hạn,Sản xuất,581400000000.0,www.,0904621262,0904621262,"Đường Đoàn Khuê, Khu đô thị mới Đông Bắc (Khu K1), Phường Phan Rang, tỉnh Khánh Hòa",Lê Mạnh Hà,,,
556,NTGC - Công ty Cổ phần Tập đoàn Ngọc Thiên Global,Ngọc Thiên Global Group,Công ty cổ phần,Lĩnh vực khác,990000000000.0,htttps://ngocthienglobaljsc.com,0949091111,02432002200,Thôn Đông Mai - Xã Chỉ Đạo - Huyện Văn Lâm - Tỉnh Hưng Yên,Trịnh Phan Thiên,,,
557,NTJC - Công ty Cổ phần Thời Đại Mới T&T,"New Times., JSC",Công ty cổ phần,Bất động sản,10999500000000.0,,0962857134,0,"Tầng 1, The Grand Hanoi, số 22-24 phố Hàng Bài, Phường Cửa Nam, Thành phố Hà Nội, Việt Nam",Phùng Thị Minh,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB+,18/03/2026
558,NTLC - Công ty cổ phần đầu tư thương mại phát triển Nhất tín,Nhat Tin Logistics,Công ty cổ phần,Lĩnh vực khác,72040070000.0,www.ntlogistics.vn,02838113311,0838117676,"18A, Cộng Hòa, Phường 12, Quận Tân Bình, Tp.Hồ Chí Minh",Nguyễn Văn Tú,,,
559,NTRC - Công ty Cổ phần Nam Thắng Rạch Giá,Không có,Công ty cổ phần,Lĩnh vực khác,68000000000.0,namthangroup.vn,0914983988,02973651666,"Đường số 3, Ấp Sua Đũa, xã Vĩnh Hòa Hiệp, Huyện Châu Thành, tỉnh Kiên Giang",Trần Bá Thắng; Trần Bá Thắng,,,
560,NTSC - Công ty CP Tập đoàn Nam Tiến,Nam Tien Group JSC,Công ty cổ phần,Lĩnh vực khác,463160970490.0,https://namtiengroupvn.com/,0214 3820 967,0214 3820 967,"Số 157 Đường Nhạc Sơn, Phường Cốc Lếu, TP. Lào Cai, Tỉnh Lào Cai",Bà Cao Thị Thu Hiền,,,
561,NTTC - Công ty Cổ phần Thương mại Đầu tư Nhà Toàn Thắng,NTTC,Công ty cổ phần,Bất động sản,100000000000.0,không có website,02463289601,0,"Số 62 Định Công, phường Phương Liệt, quận Thanh Xuân, Hà Nội",Nguyễn Tiến Trung,,,
562,NVB - NGÂN HÀNG TMCP QUỐC DÂN,Ngân hàng Quốc Dân,Công ty cổ phần,Tổ chức tín dụng,4101555870000.0,http://www.ncb-bank.vn,02462693355,02462693535,"Số 28 C-D Bà Triệu, phường Hàng Bài, Quận Hoàn Kiếm, Hà Nội",,,,
563,NVHC - Công ty cổ phần Nova Hospitality,NVHC,Công ty cổ phần,Bất động sản,11849505990000.0,novhcm@gmail.com,0932239682,0932239682,"65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP.HCM",Nguyễn Thị Thùy Dương,,,
564,NVJC - CTCP ĐẦU TƯ ĐỊA ỐC NO VA,NOVALAND JCS,Công ty cổ phần,Bất động sản,1921000000000.0,,0896642121,0896642121,"315 NAM KỲ KHỞI NGHĨA, PHƯỜNG XUÂN HÒA, QUẬN 3, TP HỒ CHÍ MINH",Bùi Đạt Chương,,,
565,NVL - Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,NVL,Công ty cổ phần,Bất động sản,19501045380000.0,www.novaland.com.vn,0839153666,0839153666,"313B-315 Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam (Địa chỉ nhận thư: Phòng quan hệ Nhà đầu tư (IR) - 65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP.HCM, Việt Nam)",Dương Văn Bắc; Nguyễn Ngọc Huyên; Nguyễn Ngọc Huyên; Nguyễn Ngọc Huyên,,,
566,NVT - Công ty cổ phần bất động sản du lịch Ninh Vân Bay,"Ninh Van Bay.,JSC",Công ty cổ phần,Bất động sản,905000000000.0,www.ninhvanbay.vn,02439264950,02439264952,"Tầng 4, Tòa nhà Hoàng Gia, số 180 Triệu Việt Vương, phường Cửa Nam, Hà Nội",,,,
567,NWCC - CÔNG TY TNHH NEW WORLD CAPITAL,"NEW WORLD CAPITAL CO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,400000000000.0,https://newworldcapital.vn/,0969843461,028 7300 5885,"Tầng 3, Tòa nhà An Phú Plaza, 117 – 119 Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Lê Trần Minh Thủy,,,
568,NWSC - Công ty CP Nova W Sand,Nova W Sand JSC,Công ty cổ phần,Bất động sản,600000000000.0,không có,0938485358,0,"Số 2.01, Tầng 2, Khu Thương mại – Dịch vụ, Dự án Khu thương mại, dịch vụ, văn phòng, officetel và căn hộ tại số 08 đường Hoàng Minh Giám, Phường 09, Quận Phú Nhuận, TP.HCM",Nguyễn Anh Thư,,,
569,NWTC - CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG NEW TECH,NEW TECH INVESTMENT CONSTRUCTION CORP,Công ty cổ phần,Xây dựng,472000000000.0,http://vanphu.vn,028 7303 6886,(84-24) 6258 3636,"49 Phạm Ngọc Thạch, Phường Xuân Hòa, Thành phố Hồ Chí Minh, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,17/03/2025
570,OCB - Ngân hàng TMCP Phương Đông,OCB,Công ty cổ phần,Tổ chức tín dụng,26630522840000.0,https://www.ocb.com.vn,02838220960,02838220963,"Tòa nhà The Hallmark, số 15 Trần Bạch Đằng, phường An Khánh, thành phố Hồ Chí Minh",Trịnh Văn Tuấn,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A+,15/05/2025
571,OLCC - Công ty TNHH Oleco - NQ,"OLECO - NQ .,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,687359000000.0,không có,0984414861,0,"Thông 7, Xã Diễn Kỷ, Huyện Diễn Châu, Tỉnh Nghệ An",Trần Minh Hải,,,
572,OREC - CTCP Năng lượng Tái tạo Đại Dương,NLDD,Công ty cổ phần,Lĩnh vực khác,360000000000.0,không có,02633 520 666,02633 520 666,"Số 28 Đường Lê Văn Tám, Phường 10, Thành phố Đà Lạt, Tỉnh Lâm Đồng",Đỗ Văn Bình,,,
573,ORS - Công ty Cổ phần Chứng khoán Tiên Phong,TPS,Công ty cổ phần,Kinh doanh chứng khoán,3359997430000.0,http://www.tpbs.com.vn,02839118014,02839118015,"Tầng 12, Tòa nhà Doji, số 5 Lê Duẩn, phường Ba Đình, Thành phố Hà Nội",Bùi Thị Thanh Trà; Nguyễn Chí Thành; Trần Sơn Hải; Đặng Sĩ Thùy Tâm,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,08/04/2026
574,OSDC - Công ty cổ phần Outstanding Investment,Outstanding Investment Joint Stock Company,Công ty cổ phần,Lĩnh vực khác,300000000000.0,.0,0981063326,0,"Nhà số 4, ngõ 26, phố Đặng Thùy Trâm, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành Phố Hà Nội, Việt Nam",Nguyễn Thị Thơm; Trần Xuân Ninh,,,
575,OSGC - Công ty Cổ phần Osaka Garden,OSGC,Công ty cổ phần,Bất động sản,270000000000.0,http://congtyosakagarden.com,0909044886,0909044886,"Tầng 7, Tòa nhà CT Office Building, 56 Yên Thế, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",NGUYỄN VĂN ÚT HIỀN; Nguyễn Hữu Cử,,,
576,OSYC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN OKY SAIGON,OSID JSC,Công ty cổ phần,Bất động sản,770746000000.0,0,0963520011,0,"Số A36, đường số 2, ấp 2, Xã Tân Thành, Thành Phố Đồng Xoài, Tỉnh Bình Phước, Việt Nam",,,,
577,P0004 - CTCP ABG THỦ ĐÔ,"ABG THU DO.,JSC",Công ty cổ phần,Tổ chức tín dụng,11111111.0,,,,,,,,
578,P4PC - Công ty Cổ phần Pizza 4PS,PIZZA 4PS CORP,Công ty cổ phần,"Thương mại, dịch vụ",100992000000.0,https://pizza4ps.com/,02835208652,02835208652,"8/13 – 8/15 – 8/17 Lê Thánh Tôn, phường Bến Nghé, Quận 1, thành phố Hồ Chí Minh, Việt Nam",YOSUKE MASUKO,,,
579,P53C - CÔNG TY TNHH PARKLAND 53,PARKLAND 53,Công ty trách nhiệm hữu hạn,Bất động sản,3478303336000.0,không có,0902084509,0902084509,"Phòng 5.09, Lẩu 5, Tòa nhà ST Moritz, 1014 Phạm Văn Đồng, Phường Hiệp Bình, Thành phố Hồ Chí Minh, Việt Nam",Vũ Thị Phương Thu,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB-,25/06/2026
580,PACC - Công ty TNHH PAK Việt Nam,PACC,Công ty trách nhiệm hữu hạn,Sản xuất,600000000.0,pakvietnam.com,0983388333,(020) 99996789,"Cụm công nghiệp Phước Bình, Ấp 4, Xã Phước Bình, Huyện Long Thành, Tỉnh Đồng Nai",Bùi Quang Khải,,,
581,PAFC - Công ty Cổ phần Pan Farm,"Pan Farm., JSC",Công ty cổ phần,Lĩnh vực khác,1220738040000.0,https://thepangroup.vn,02437606190,02462662608,"Tầng 15, Tòa nhà ICON 4, 243A Ðê La Thành, Phường Láng, Thành phố Hà Nội, Việt Nam",Nguyễn Thị Trà My,,,
582,PAIC - Công ty Cổ phần Đầu tư Nông Nghiệp Sạch Phú Son,PAIC,Công ty cổ phần,Bất động sản,325000000000.0,www.phusoninvest.com.vn,0917978068,0917978068,"Thôn Phú Son, Xã Ba, Huyện Đông Giang, Tỉnh Quảng Nam, Việt Nam",Mai Văn Thảo; Phan Tuấn Đạt,,,
583,PAMC - Công ty TNHH MTV Quản lý Nợ và Khai thác Tài sản Ngân hàng TMCP Đại chúng Việt Nam,PAMC,Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",900000000000.0,http://pamc.vn,02437228256,(024) 3854 1161,"Tầng 9, tòa nhà Hapro, số 11B Cát Linh, phường Quốc Tử Giám, quận Đống Đa, thành phố Hà Nội, Việt Nam",Nguyễn Thanh Hào; ĐẶNG QUỐC LONG,,,
584,PAN - CTCP TẬP ĐOÀN PAN,THE PAN GROUP,Công ty cổ phần,Lĩnh vực khác,2163585800000.0,www.thepangroup.vn,02723630217,02723630217,"LÔ A1-9, ĐƯỜNG VL3, KCN VĨNH LỘC 2, XÃ LONG HIỆP, HUYỆN BẾN LỨC, TỈNH LONG AN",,,,
585,PAPC - Công ty cổ phần Pacific Partners,PAPA,Công ty cổ phần,"Thương mại, dịch vụ",110000000000.0,pacificpartners.com.vn,02436330676,02436330676,"Tầng 2, tòa nhà Generalexim, số 46 phố Ngô Quyền, phường Hàng Bài, quận Hoàn Kiếm, Hà Nội (Số điện thoại liên hệ: Trần Thị Thanh Huyền - 0912256165)",Nguyễn Thanh Hiền,,,
586,PC1 - CÔNG TY CỔ PHẦN TẬP ĐOÀN PC1,PC1 GROUP,Công ty cổ phần,Năng lượng,3576421210000.0,www.pc1group.vn,0243 734 3060,024 3823 1997,"Số 583 đường Nguyễn Trãi, Quận Thanh Xuân, TP. Hà Nội",,,,
587,PCB - NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN ĐẠI CHÚNG VIỆT NAM,PVcomBank,Công ty cổ phần,Tổ chức tín dụng,9000000000000.0,https://pvcombank.com.vn,02439426800,02439426796,"22 Ngô Quyền, Phường Cửa Nam, Thành phố Hà Nội",Nguyễn Đình Lâm,,,
588,PCCC - Công ty Trách Nhiệm Hữu Hạn Xây dựng dân dụng Phú Quốc,Công ty Trách Nhiệm Hữu Hạn Xây dựng dân dụng Phú Quốc,Công ty trách nhiệm hữu hạn,Bất động sản,2131000000000.0,Không có,02973797777,02973797777,"Tầng 2, Tòa nhà Sun Home Phú Quốc, khu phố 6 An Thới, Đặc khu Phú Quốc, Tỉnh An Giang, Việt Nam",Đoàn Phúc Hải,Công ty Cổ phần xếp hạng tín nhiệm S&I,BB+,24/03/2026
589,PCIC - CÔNG TY CỔ PHẦN ĐẦU TƯ PEARL CITY,"PEARL CITY .,JSC",Công ty cổ phần,"Thương mại, dịch vụ",110000000000.0,không có,02556556479,02556556479,"BT2.02-01, Đường số 5A, Khu dân cư Sơn Tịnh, phường Trương Quang Trọng, TP. Quảng Ngãi",Nguyễn Thị Bích Biên,,,
590,PCMC - Công ty cổ phần xây dựng và quản lý dự án số 1,"PCM1., JSC",Công ty cổ phần,Xây dựng,1000000000000.0,chưa có,02437474700,02437474771,"Tầng 5, Tòa nhà Thành Công, Số 57 Láng Hạ, P.Thành Công, Q.Ba Đình, TP.Hà Nội",Nguyễn Thị Huyền,,,
591,PDAC - Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,BDS PHÁT ĐẠT,Công ty trách nhiệm hữu hạn,Bất động sản,7945703170000.0,Không có,0936482986,0936482986,"Khu đô thị Đại An, Xã Nghĩa Trụ, Tỉnh Hưng Yên, Việt Nam",Bùi Thị Mai,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB+,18/12/2025
592,PDCC - Công ty cổ phần Đầu tư Địa ốc Phương Đông (Tên cũ: Công ty Cổ phần Địa ốc Phương Đông),PDCC,Công ty cổ phần,Bất động sản,400000000000.0,Không có,0906 785 202,0906 785 202,"92/18 Đường Vườn Lài, Khu phố 1, P. An Phú Đông, Q. 12, TP. Hồ Chí Minh",Nguyễn Thanh Anh; Nguyễn Thanh Anh,,,
593,PDGC - CTCP CAO ỐC PHƯƠNG ĐÔNG,CAO OC PHUONG DONG,Công ty cổ phần,Bất động sản,166000000000.0,,0931995686,0,"WT1-2.SH01, Tầng 3, Tháp 1, Số 71/3 Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",Phan Ngọc Bảo Ân,,,
594,PDHC - Công ty cổ phần Phát triển nhà Phúc Đồng,"PDH DEVELOPMENT .,JSC",Công ty cổ phần,Bất động sản,380000000000.0,www.phucdong.vn,02473051123,02473051123,"Lô H2 - TM1 và H2 - TM2 chung cư Hopes Residence, Phường Phúc Đồng, Quận Long Biên, TP. Hà Nội",,,,
595,PDIC - CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN PHONG ĐIỀN,PHONG DIEN REAL ESTATE INVESTMENT JSC,Công ty cổ phần,Bất động sản,903140000000.0,landhcm79@gmail.com,0938485358,0938485358,"Phòng 702A Tầng 7, Tòa nhà CentrePoint, 106 Nguyễn Văn Trỗi, Phường 08, Quận Phú Nhuận, Thành phố Hồ Chí Minh",Lê Thanh Liêm,,,
596,PDLC - Công ty cổ phần địa ốc Phúc Đạt,"Phuc Dat Land., JSC",Công ty cổ phần,Bất động sản,44144140000.0,www.sonkim.com.vn,0838224241,0838224247,"177, Võ Nguyên Giáp, Phường Thảo Điền, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Bùi Thị Phương Hiền,,,
597,PDR - CTCP phát triển bất động sản Phát Đạt,CTCP PTBĐS Phát Đạt,Công ty cổ phần,Bất động sản,9072350830000.0,www.phatdat.com.vn,02838986868,02838988686,"39 Phạm Ngọc Thạch, Phường Võ Thị Sáu, Quận 3, TP. Hồ Chí Minh",Nguyễn Văn Đạt,,,
598,PGB - Ngân hàng Thương mại cổ phần Thịnh vượng và Phát triển,PGBank,Công ty cổ phần,Tổ chức tín dụng,5499964240000.0,www.pgbank.com.vn,02462811298,02462811299,"Tầng 16,23,24, Tòa Mipec, 229 Tây Sơn, phường Ngã Tư Sở, Quận Đống Đa, TP Hà Nội",Nguyễn Quang Định; Phạm Mạnh Thắng,,,
599,PGCC - CTCP PHÁT TRIỂN GOLF THIÊN ĐƯỜNG,PARADISE GOLF DEVELOPMENT JOINT STOCK COMPANY,Công ty cổ phần,Bất động sản,549000000000.0,chưa có,0903931866,0903931866,"THÔN QUANG THỪA, XÃ TƯỢNG LĨNH,HUYỆN KIM BẢNG, TỈNH HÀ NAM",VŨ THỊ HAY; VŨ THỊ PHƯƠNG HOA; VŨ THỊ PHƯƠNG HOA,,,
600,PHDC - CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,CÔNG TY TNHH ĐIỆN GIÓ PHƯỚC HỮU - DUYÊN HẢI 1,Công ty trách nhiệm hữu hạn,Sản xuất,310000000000.0,www,0913875458,4500643084,"Thôn Hậu Sanh, xã Phước Hữu, tỉnh Khánh Hòa, Việt Nam",,,,
601,PHIC - Công ty TNHH Đầu tư Phúc Hậu,PHIC,Công ty trách nhiệm hữu hạn,Bất động sản,250000000000.0,phuchauinvest.com.vn,02873022888,0909344718,"Tầng 14 toà nhà Hm town , 412 nguyên thị minh khai, phường 5 , Quận 3 , Tphcm. Địa chỉ nhận thư: 348 Nguyễn Thị Minh Khai, Phường 5, Quận 3, TPHCM",,,,
602,PIDC - Công ty cổ phần Đầu tư Phát triển Phú Châu,PID JSC,Công ty cổ phần,Bất động sản,578500000000.0,phuchauinvest@gmail.com,02839158863,02839158863,"66 Phó Đức Chính, phường Thái Bình, Quận 1, TP Hồ Chí Minh",PHẠM NGUYỄN BẢO TRUNG,,,
603,PKAC - CTCP Tập đoàn Phượng Hoàng Xanh A&A,PHENIKAA GROUP,Công ty cổ phần,Sản xuất,3000000000000.0,https://phenikaa.com/,02 433 685 980,024 33687095,"Số 167, Phố Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Thành phố Hà Nội.",Hồ Xuân Năng,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A,16/09/2025
604,PKIC - CT TNHH MTV QUẢN LÝ ĐẦU TƯ PHÚC KHANG,PKIM,Công ty trách nhiệm hữu hạn,Bất động sản,374500000000.0,http://phuckhang.vn/,02839333789,02839333808,"51 NGÔ THỜI NHIỆM, PHƯỜNG VÕ THỊ SÁU, QUẬN 3, TP HỒ CHÍ MINH",Lưu Thị Thanh Mẫu,,,
605,PKSC - Công ty TNHH Phúc Khang Đông Sài Gòn,PKĐSG,Công ty trách nhiệm hữu hạn,Bất động sản,250000000000.0,www.phuckhang.vn,028 39 333 789,028 39 333 808,"51 Ngô Thời Nhiệm, Phường Xuân Hòa, TpHCM",Phạm Hoàng Lương,,,
606,PLCC - CTCP ĐỊA ỐC PHÚ LONG,PHU LONG REAL ESTATES CORPORATION,Công ty cổ phần,Bất động sản,3000000000000.0,https://www.phulong.com/,02854121818,02854121717,"673 NGUYỄN HỮU THỌ, XÃ PHƯỚC KIỂN, HUYỆN NHÀ BÈ, TP HỒ CHÍ MINH",NGUYỄN THANH QUANG,,,
607,PLIC - Công ty TNHH Năng Lượng Phan Lâm,NLPL,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,394000000000.0,nangluongphanlam@gmail.com,0903693633,0903693633,"Khu Dốc Đá, Xã Phan Lâm, Huyện Bắc Bình, Tỉnh Bình Thuận",,,,
608,PLP - CTCP SẢN XUẤT VÀ CÔNG NGHỆ NHỰA PHA LÊ,"PHA LE PLASTICS MANUFACTURING AND TECHNOLOGY.,JSC",Công ty cổ phần,Sản xuất,400000000000.0,https://phaleminerals.com.vn,02258830102,02258830102,"LÔ ĐẤT CN4.3 KHU CÔNG NGHIỆP MP ĐÌNH VŨ, KHU KINH TẾ ĐÌNH VŨ - CÁT HẢI, PHƯỜNG ĐÔNG HẢI 2, QUẬN HẢI AN, TP HẢI PHÒNG, VIỆT NAM",,,,
609,PLRC - Công ty TNHH Đầu tư Kinh doanh BĐS Phước Long,PLR,Công ty trách nhiệm hữu hạn,Bất động sản,1219000000000.0,Không có,0862009010,0,"Tầng L11, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, Phường Bến Nghé, Quận 1, thành phố Hồ Chí Minh, Việt Nam",Hoàng Cao Minh Đức,,,
610,PLVC - Công ty cổ phần Phúc Long Vân,PHUC LONG VAN,Công ty cổ phần,Bất động sản,2296775000.0,phuclongvan.vn,0906074028,02839333789,"Số 3 đường số 12, khu dân cư Làng Sen Việt Nam, xã Mỹ Hạnh, tỉnh Tây Ninh",PHẠM HOÀNG LONG,,,
611,PLWC - Công ty cổ phần điện gió Phong Liệu,PL WP,Công ty cổ phần,Lĩnh vực khác,505000000000.0,phonglieuwp.vn,0236 3 723 713,0236 3 723 713,"Thôn Xa Lăng, xã Đa Krông, tỉnh Quảng Trị",Võ Duy Tấn,,,
612,PMCC - Công ty cổ phần Thủy điện Pắc Ma,Pắc Ma,Công ty cổ phần,Lĩnh vực khác,500000000000.0,http://thuydienpacma.com/,02437196999-929,02133899268,"SỐ 218, ĐƯỜNG TRẦN HƯNG ĐẠO, PHƯỜNG ĐOÀN KẾT, TP LAI CHÂU, TỈNH LAI CHÂU",Trần Quỳnh Phương,,,
613,PMHC - Công ty TNHH Phát triển Phú Mỹ Hưng,PMH,Công ty trách nhiệm hữu hạn,Bất động sản,954000000000.0,phumyhung.vn,02854119999,02854115999,"Lầu 23, Tòa nhà Phú Mỹ Hưng, Số 8 Hoàng Văn Thái, Phường Tân Mỹ, Thành phố Hồ Chí Minh, Việt Nam",,,,
